content,sentiment
"Aplikasi apa ini.. 😂😂😂 Lucu, terkesan ingin terlihat canggih, tapi ga bisa dapet apa2 dari aplikasi ini.. suruh kesana-sini.. Dari awal verifikasi aja ngawur terus.. Niatan ingin taat aturan, ingin perpanjang SIM sebelum masa berlaku habis... Tapi nol besar... Kalo SDM belum mampu, jangan maksain ginilah... Udh launching pula... Aplikasi PPC (Pura-Pura Canggih)",Negatif
"Udah 5hari daftar (login) susahnya minta ampun, setelah berhasil lhooo menunya belum tersedia.🤦🤦 Buat apa disiarkan di TV kalau aplikasinya saja belum siap 🤦🤦",Negatif
Udah dowload aplikasi dr tgl 13 rencana untuk buat sim baru. Tp malah layanan blm tersedia. Klo blm siap lebih baik jgn di launching dulu.,Negatif
"Verifikasi KTP dengan wajah sangat sulit, untuk apa? Jaman sudah teknologi veridikasi NIK by DUKCAPIL Nasional aja khan beres.",Negatif
Verifikasi wajah ktp selalu gagal. Tolong di perbaiki lagi donk.,Negatif
Aplikasi gak jelas. Verifikasi selalu gagal. Padahal sesuai instruksi,Negatif
"Update terakhir ""OTP bug fix"", OK. Malah yg bug pas mau verifikasi data,gagal mulu. Sama dengan aplikasinya ""gagal""",Negatif
tidak jelas nie aplikasinya,Negatif
ketika ditanya lokasi satpas hanya muter2 gak bisa lanjut (utk Jawa Timur kota Malang),Negatif
Verifikasi eKTP berhari hari gagal terus,Negatif
Verifikasi KTP Gagal terus. Aplikasi belum siap,Negatif
"Satpasnya belum lengkap, dijawab Timur cuma ada di jombang aja",Negatif
"pretlah... vertifikasi Ktp aj kaga bisa"" gagal trus 🤦🤦... prasaan wajah saya kaga di oplas dah 🤦🤦",Negatif
"Parah parah, ampe nik saya aja udah kepake, nah siapa yg pake nik saya, verif melalui foto udah sesuai perintah masih aja salah...malah bikin emosi wkwkk...",Negatif
"Aplikasi belum siap, malah lebih ribet dr perpanjang manual",Negatif
Lokasi satpas gak lengakp mau perpanjang jadi gak bisa sudah bayar test kesehatan pula hadeh,Negatif
"Aplikasi apaan nih ? Saat bikin PIN ga bisa mulu ... Ga jelas ,, Yang kaya begini dibanggain ... Haduh paraaah",Negatif
"Jadi ILFIL mau donlot, udah males duluan. Dari ulasannya ** doang, ditambah komentarnya nya ngeri pada kasih ulasan negatif lagi",Negatif
Verifikasi ktp nya susah banget bos..diulang ulang gagal terus,Negatif
"Ok fix, aplikasi blom jadi udah di keluarin, dah lah qta uninstal aja, lebih baik pake sim keliling aja, gak ribet tp pasti. Abisin kuota aja.",Negatif
Tidak bisa/selalu gagal saat ingin melakukan pembayaran tes psikologi sim.,Negatif
"Terhitung hari ini 2 hari lagi SIM mati, tugas kerjaan gak bisa ditinggal. Perpanjang SIM online solusi dan harapan. Tapi nyatanya error terus, persyaratan sudah terpenuhi, foto sudah disesuaikan yg diperintahkan. Tapi waktu mau ke step selanjutnya terjadi error ada tulisan ""... null... "" Disuruh coba lagi, terus dicoba dan hasil masih sama null-null-an, ini gimana sih ya tuhan",Negatif
Sangat belum siap untuk dipublikasikan. Kayak yg gak niat. Fitur gak ada yg ready.,Negatif
"Baru ngedownload pas mau verifikasi nik sudah terdaftar masukan no yg sudah di daftarkan,padahal aplikasi nya juga baru tau ga pernah daftar",Negatif
sangat kurang bagus terlalu susah untuk verifikasi data terutama foto hampir 1 jam gagal terus jadi maaf saya uninstal ya #bravopolri,Negatif
Ini bagaimana pak aplikasinya..Awalnya senang karena ini mungkin membantu dalam pengurusan perpanjangan SIM secara online seperti yg diberitakan. Tp bukannya mudah malah ribet juga. Mau verifikasi aja berulang2..gagal terus Tolong diperbaiki jika mmg niatnya tulus mengayomi masyarakat pak admin.,Negatif
"Baru masukan PIN dan Konfirmasi PIN, invalid validation terus....fix uninstall saja. Tolong jangan memelihara budaya kalau bisa dipersulit kenapa harus dipermudah.",Negatif
Percuma ga bisa masuk n dipake.....,Negatif
Susahnya verivikasi KTP Sepertinya harus belajar bikin aplikasi sama gojek.,Negatif
Ribet,Negatif
"Ulasan semu jelek, auto delete ah",Negatif
"aplikasi menyusahkan😭😭😭😭 disuruh instal erikkes diklik install eror mulu.... mending perpanjang SIM suruh bayar berapa ratus ribu gitu dan SIM langsung jadi... daripda gini bikin dosa orang lagi puasa aja.... coba donk bisa niru aplikasi ""sakpole jateng"" aplikasi bayar pajak kendaraan dan aplikasinya mudah dijalankan dan terutama nggak eror...",Negatif
"Hampir 1 mingu coba karena sebentar lg sim sudah tidak berlaku, sampai saat ini sama sekali tidak bisa juga :(... mungkin bisa dibuat alternatif menggunakan https atau cara lain selama perbaikan.",Negatif
Apk zuper duper parah. Kl mmg blm sempurna y lbh baik jgn d blg udh ziap dong pakde. Kepercayaan masyarakat jd luntur abadi. Dah seneng2 bs bkin dn perpanjang sim tanpa CALO. Eh apk nya gagal maning gagal maning.,Negatif
Susah verifikasi gagal teruss,Negatif
Ribet banget.....,Negatif
Kenapa setiap saya veripikasi wajah gagal terus padahal udah sama gerakan nya,Negatif
Syusyah...,Negatif
Aplikasi payah..kalah sama aplikasi pinjolbodong,Negatif
verifikasi no. hp aja susah banget...tidak cepet merespon,Negatif
"Tidak bisa melakukan verifikasi E Ktp. Sudah di tempat penuh cahaya terang, tetap saja gagal. Entah apa penyebab nya. Berulangkali mencoba tetap gagal.",Negatif
Belum berhasil verifikasi NIK :(,Negatif
Blom bisa komentar dulu,Negatif
pemaksaan kehendak. tapi sistem tak siap. asssuuuudahlah...,Negatif
Masukin nomor sim gagal mulu.... Akhirnya meluncur ke gerai sim terdekat walau pun jauh 😂😂 satu jam kelar 🤪,Negatif
Bintang 2 dulu. Verifikasi wajah dan email sdh berhasil. Upload data SIM baik manual atau scan selalu GAGAL. Ditunggu update atau perbaikan aplikasinya.,Negatif
"Mending lengkapi dulu aja data polres dan satpas ya, data gk lengkap uda di publish aja. Akhirnya bikin ribet, Prosesnya ribet sekali, Masak tahapan lokasi satpas pilih polda jatim isinya cuman polres jombang yang lain kemana? Kalau uda publish seperti ini mestinya hal-hal seperti itu dilengkapi dulu aja, Niatnya mempercepat proses membuat/memperpanjang SIM tapi nyata membuat semuanya makin ribet. Masak gak bisa memprediksi se terkait dengan data datanya yang akan digunakan.",Negatif
"Saya mengurus perpanjangan SIM A dan sudah masuk ke tahapan ""Lokasi Satpas"", namun yang tersedia hanya 3 Polda yaitu Metro, Jatim & Bali, sedangkan Polda Sumut (wilkum domisili saya belum ada dalam pilihan). Mohon petunjuk selanjutnya, apakah bisa saya lanjut dengan memilih Polda MetroJaya saja atau harus sampai tersedia pilihan Polda Sumut?",Negatif
Tidak mempermudah malah makin rumit..lebih baik datang keu outlet/sim keliling,Negatif
"Sudah berkali-kali daftarin no hp, tetep j kode OTP g di kirim"".... aplikasi jg sudah yg terupdate....",Negatif
Menunggu otp..ga datang2..,Negatif
Ribet,Negatif
Untuk verifikasi ktp menggunakan wajah itu sulit... Harus gak pake kaca mata tapi gada instruksi suara sedangkan saya gak keliatan sama sekali gambar dan tulisan instruksi nya tanpa kaca mata... Tolong di perbaiki...,Negatif
selamat anda kena prank,Negatif
Pada proses tambah dokumen trus pilih scanning sedang mencari indentitas terus sampe cape tidak akan kelanjutan. Dicoba lain hari hasil tetap sama.,Negatif
Kasih bintang 1 karena banyak baca komentar jeleknya..😂😂😂 SIM saya mati tahun 22.,Negatif
"Ak daftar pakai nomor m3 dan tree kode OTP gak muncul2, pas pakai AS baru ada. Udah daftar perpanjangan SIM cuma kok kudu install aplikasi lain lg. Kl buat bapakku ini sangat merepotkan. Coba buat lebih cepat, jangan njelimet. Biar cepat prosesnya. Dan bayarnya jadi 1x saja. Gausah kebanyakan. Kl bisa mudah knp repot.",Negatif
"Gagal terus ,tambah ribet",Negatif
"Mohon maaf admin seharusnya kalau mau online janganlah setengah2 karena tes kesehatan untuk perpanjangan SIM masih harus antri, apakah tidak bisa tes kesehatan juga dilakukan secara online seperti tes psikologinya...🙏",Negatif
Aplikasi tidak responsif diklik gak bisa lambat gak konek,Negatif
Agar di tambah di aplikasi cs chat agar bisa berkonsultasi untuk para pengguna aplikasi apabila masih ada yang belum paham...trims,Negatif
"Mau isi profil selalu muncul pesan ""terjadi kesalahan,coba lagi beberapa saat"" dari kemarin seperti itu terus, ini setelah di update juga sama saja,",Negatif
"Nungguin otp nya luamaaaaaa bangetttt, smpai berkali2",Negatif
Tolong di perbaiki,Negatif
sudah coba login berkali2 dlm 1 mnggu ini otp nya gk d'kirim2,Negatif
ribet,Negatif
"Bagusan aplikasi di tempat kerja 😅, ini aplikasi banyak bug nya dll",Negatif
"Ribet, dari pada online mendingan datang langsung ke sim keliling, cepat dan tidak susah kaya online",Negatif
"Belum bisa verivikasi NIK,gagal dan gagal lagi",Negatif
"Verifikasi ktp nya susah banget, sudah berkali-kali tapi gagal terus ...",Negatif
Uang ditransfer transaksi gagal mohon penjelasannya.trimz,Negatif
Sistem nya masih error komandan,Negatif
"Layanan sim nasional baru belum bisa digunakan (dalam proses pengembangan),layanan e avis juga gk berfungsi",Negatif
Tolong di update untuk nama SATPAS karena di POLDA JATIM hanya polres Jombang saja,Negatif
"Apl nya gx sesui yg di harapkan, sudh terfrevikasi ttp ja gx bisa tersimpan..",Negatif
"Aplikasi busuk Mau verivikasi KTP aja susahnya nauzubillah gagal lagi gagal lagi,apk bikin naik darah",Negatif
"Apanya yg dr rumah?? Cek kesehatan masih harus datangi faskes yg ditunjuk, alamat faskesnya gk jelas dimana, pilihan cuma 1 dan sepertinya masih jauh juga dr rumah, sama juga bohong...lebih simple offline donk, krn biasanya disekitar polres ada faskes, habis cek langsung masuk polres. Kalau kayak gini tambah ribet, kenapa gk kerja sama dgn puskesmas aja, sama2 milik pemerintah, tinggal benahi birokrasinya, harusnya online itu mempermudah, bukan meperuwet!!!",Negatif
"Menurut saya aplikasinya belum siap/bagus/oke untuk digunakan, bagaimana menurut Bapak/ibu sekalian..? @Korlantas Polri Tolong dipersiapkan terlebih dulu secara baik aplikasi semuanya baru dipublikasikan.",Negatif
Saya sudah beberapa hari lalu berulang ulang mengakses layanan ini tp saat masuk ke menu lokasi satpas tidak muncul nama Polda sementara batas akhir masa berlaku SIM sampai hari ini. Dan ternyata sampai dengan habis masa berlaku sim aplikasi ini tidak bisa dimanfaatkan. Terimakasih,Negatif
👎,Negatif
"Katanya kirim kode otp gak masuk2,,,sudah ketika masuk bikin pasword gagal gagal trss",Negatif
Mboh....angel angel angel...sudah 116 kali verifikasi g bisa....,Negatif
"aku kira di bikin online biar lebih mudah jaga jarak saat pandemi,mlah tamBaaaah ribeeeeet, urus sana sini sma saja,malah lbih mudah sim keliling",Negatif
Sulit 20 x gagal verifikasi... Apa nya biasanya di aplikasi lain cuma 2 x gagap..,Negatif
"Saya kira untuk verifikasi KTP menggunakan foto selfie lebih mudah daripada mengikuti gerakan yang menurut saya sangat mempersulit, kita ambil contoh seperti kita verifikasi di aplikasi Gojek, DANA, LINKaja atau yang lainnya sangat mudah dan tidak memakan waktu",Negatif
"Udah beberapa x ferivikasi wajah suruh kedip, buka mulut,goyang kepala, anggukan kepala tapu gagal terus,padahal smua nya udah di ikuti tapi gagal terus rasanya pngrn banting hp sendiri jadinya..",Negatif
Susa verifikasi,Negatif
Pak bagaimana ini tidak bisa dilanjutkan karena saat pemilihan polda jabar tidak tersedia,Negatif
Menu e-rikkes dan e-ppsi tidak berfingsi,Negatif
"Maaf uninstall, ntar klo udah sempurna sy install lg",Negatif
Verifikasi foto ktp gagal terus??????,Negatif
"Tidak bisa melakukan perpanjangan sim. Aplikasi e-rikkes dan e-ppsi nya ga ada, padahal jadi syarat perpanjangan sim pemeriksaan kesehatan dan psikologi secara online",Negatif
Banyak bacot Apk gk jelass,Negatif
"nunggu otp tuk verifikasi no hp,ga ada respons👎👊👊",Negatif
Aplikasi ga jelas,Negatif
"Hari ini saya coba tahap per tahap. Aplikasi ini punya tujuan baik sebetulnya, untuk memepermudah proses perpanjang SIM (C dan A) Tapi sepertinya kesiapannya belom terdukung sepenuhnya. Yang Saya mau tanyakan untuk berkas syarat Pemeriksaan kesehatan online (Rikkes.id) apa kita juga harus datang ke Pusdokes Polri yg kita tunjuk, karena mencantumkan jadwal ?",Negatif
Susah verifikasi..... Lebih praktis perpanjang di mobil keliling....,Negatif
"Gak bisa login daftar, kode otp gak bisa terus",Negatif
"Niat mencoba, setelah daftar dan verifikasi NIK. Nah NIK sudah terdaftar gitu terus. Tidak bisa verifikasi NIK",Negatif
Min. Kok erikkes dan eppsi gk bisa di klik to... Kan harusnya muncul halaman lain. Mohon segera d perbaiki Mau bikin online nih Dah mepet waktunya,Negatif
Jelek,Negatif
Proyek 1/2 hati,Negatif
"Gak guna anjir, udah ikutin step nya, mentok di tes kesehatan dan psikologi, ada aplikasi pihak ketiga lagi, sampah!",Negatif
Susah verifikasi foto e ktp,Negatif
Pilihan polda kog cuma metro jaya sama jatim ya?,Negatif
"Ini gimana e-rikkes dan e-ppsi menu nya gk bisa di tekan , bagaimana cara perpanjangnya jika banyak menu yg tidak bisa , dan terlalu banyak loading² lama , tolong segera di perbaiki demi kebaikan dan kepentingan masyarakat bersama",Negatif
"Masih banyak yg belum tersedia, sya kira sudah bisa bikin sim lewat apk ini.. semoga cepat ditingkatkan lagi..",Negatif
Verifikasi ktp dengan scan foto kok susah yah🙄,Negatif
Kalau belum siap jangan di publikasikan. Sy mencoba berkali kali verifikasi gagal.. Padahal data sudah benar. Tdk efektif,Negatif
"mhn maaf bintang satu dulu ya, prosesnya ribet dan berulang ulang tapi akhirnya bisa masuk dan sekarang terkendala mentok dan terkendala di tes psikologi, saya klik icon e-ppsi tidak mau terbuka, saya cari2 di playstore dan website juga tidak ada aplikasi e-ppsi. jadi bagaimana ini kira2 penyelesaiannya apakah saya ada yg terlewat atau aplikasi e-ppsi yang tidak ada, mohon pencerahannya admin SINAR, soalnyanmau tanya2 di aplikasi juga tidak ada",Negatif
Aplikasi error terus,Negatif
"Masih bagus aplikasi tiktok,, aplikasi hancur kok di lounching, masak verifikasi KTP slalu gagal, aneh, malu woi",Negatif
"Masih belom bisa berjalan dg baik, semoga terus diperbaiki. Agar rakyat bisa mudah membuat dan memperpanjang sim serta mengurus2 surat motor lainnya",Negatif
Aplikasi sampah ..,Negatif
"verifikasi ribet ga akurat, di tolak mulu",Negatif
"Kode otpnya gak muncul2, padahal waktu tunggu hanya 4 menit, gimana ini yang buat haduhhh",Negatif
Saya telah lulus tes eRIKKES dan ePPSI setelah itu ada pilihan wilayah POLDA tapi gak ada POLDA JABAR sesuai wilayah saya. Gak ada fitur customer service nya! Banyak yang mau saya tanyakan. Saya sudah tes semua sudah bayar pula tapi udah beberapa hari kok belum diproses juga. Ayolah waktu sim saya habis tinggal sebentar lagi. Mau efektif kok malah ribet gk ada yg kerja apa gimana?,Negatif
"Kode otp tidak saya terima. Udah coba berkali2. Besokannya coba lagi, masih ga saya terima. Gimana solusinya ya?",Negatif
"Mau tanya ,kenapa kode OTP nya tidak muncul di SMS ya? Padahal saya sdh masukkan no hp yg bnr. Ada yg pernah bgtu jg ga? Mksh",Negatif
masih belum bisa di gunakan,Negatif
kenapa tidak bisa perifikasi e-ktp saya,Negatif
1.Kode otp kalo mau berjalan lancar usahakan nomornya Telkomsel 2.to be continued..,Negatif
Silahkan cari guru lagi,Negatif
"Utk lnjut ke RIKKES JASMANI & TEST PSIKOLOGI tidak bisa dan Klik INFORMASI SELANGKAPNYA juga tidak bisa, Gmn cara utk menyelesaikan sampai komfirmasi data? Mhon pencerahanya🙏",Negatif
Aplikasi apa ini ngga bisa didaftar ..... percuma buat aplikasi klo ngga bisa digunakan,Negatif
"Upload dokumen sim muncul keterangan ""Sim ditemukan. Nomer sim tidak terdeteksi. anda gagal melakukan digitalisasi sim. Hubungi satpas terdekat"". Ga jadi online dong kalau begini?",Negatif
Tidak bisa verifikasi data..,Negatif
"kacau gabisa verifikasi muka, gagal terus padahal udah ikutin instruksi 👎👎👎",Negatif
Sebenarnya kalian siap gak sih bikin aplikasi. Verifikasi udah bener dibilang gagal. Berkali-kali diulang padahal udah bener. Sekali salah aja langsung bilang salah. Cepet banget kalo salah. Perbaiki dulu lah aplikasi nya ini. Lihat dari ulasan pengguna lain juga pelayanan masih kurang. Giman sih ini......!!!!!!?,Negatif
error,Negatif
Saya mau perpanjang sim. Surat keshatan sudah verifide hanya psycologi nya blm verifide .tapi bukti sycology nya sudah lulus dan saya terima. Jadi stuck gara gara di aplikasi tidak conteng psycology nya . Jadi saya harus gimana. Di polresta domisili juga tidak tahu,Negatif
"Tidak bisa terima SMS kode OTP, sudah dicoba berkali-kali, uninstall install lagi, tetap tidak terima kode OTP",Negatif
Susah terverifikasi...tolong di tinjau,Negatif
SIM harusnya seumur hidup. Jika soal pembayaran bisa melalui pajak saja. Aplikasi masih eror pada fitur upload dan sms dan ribet sistem nya . Mohon untuk di kaji sesuai visi dan misi,Negatif
Aplikasi yang sangat buruk. Kode otp ga masuk2 padahal udah berapa kali di ulang,Negatif
kode kok ga dikirim kirim,Negatif
Ingat tujuanya..ini jauh dari tujuan.rumitnya minta ampun.apa emang disengaja bikin rumit.ver erikes aja gagal2 terus.apalagi tahap yg lebih lanjut.mending bayar calo aja sudah cepat mudah praktis.lebih baek dan lebih cepat dari digitalisasi.,Negatif
"Jika belum siap, sebaiknya jangan dulu di publish, hanya buat reputasi buruk. Terima kasih.",Negatif
"Verifikasi wajahnya ribed, udah jadi gagal mulu, kenapa musti seribed ini si Katanya untuk mempermudah🤔🤔🤔🤔",Negatif
"Verfikasi ktp sangat susah sekali, mohon di perbaiki aplikasinya.terima kasih",Negatif
"Baru masukan kode OTP aja udah salah2 mulu, padahal d entri sesuai dgn yg tertera d smsnya .. tadinya semangat mencoba, langsung males nerusin jadinya ..",Negatif
"sayang sekali sudah seminggu gx bisa lengkapi data alasan "" terjadi kesalahan ,coba lagi beberapa saat lagi"" sdh dicoba semua waktu pagi siang sore malam hari bahkan tengah malam dan subuh2, semoga secepatnya bisa digunakan aplikasinya dengan teknologi yg memadai.",Negatif
