,content,sentiment,content_preprocessed
2257,"Saya ulang berkali kali kode OTP tidak masuk Berharap bisa diperbaiki, agar aplikasi bisa digunakan. Update: 20 april 2021 Sudah bisa masuk otp sudah dapat, namun verifikasi KTP berkali kali tidak pernah berhasil",Negatif,ulang kali kode otp masuk harap baik aplikasi update april masuk otp verifikasi ktp kali hasil
2258,"Ini bukan mempermudah aplikasi nyusahin verivikasi aja gagal terus sampe 8 kali .. coba kalo buat aplikasi yang ""niat""banyak org IT yg bisa bantu buka rekrut org yg paham di bidangnya BKN cm sekedar gebrakan tapi krg optimal manfaatnya",Negatif,mudah aplikasi susah verivikasi gagal coba kalo aplikasi niat orang bantu buka rekrut orang paham bidang dar gebrak krg optimal manfaat
2259,Tidak adanya no. Yang dihubungi apabila ada pengisian data yang salah contoh masa berlaku SIM salah menulis terus menghubungi siapa?,Negatif,no hubung isi data salah contoh laku sim salah tulis hubung
2260,Verifikasi ektp aja susah banget,Negatif,verifikasi ektp susah banget
2261,Ga bisa daftar ktp 👎,Negatif,daftar ktp
2262,uang ku gmn uda tes psikolog 27rb tp ndak ada respon kelanjutan aplikasi kok malak secara pelan2 ini barusan td saya ke samsat malah d sarankan jgn pake aplikasi ini berarti aplikasi ini gk bener jgn coba2 yg blom pake drpd kyk saya uang uda setor tp selanjutnya gk ada respon,Negatif,uang ku tes psikolog ribu indak respon lanjut aplikasi malak pelan barusan samsat saran pakai aplikasi aplikasi coba pakai kayak uang setor respon
2263,Belum berkerja optimal,Negatif,kerja optimal
2264,Gk bisa isi data pribadi,Negatif,isi data pribadi
2265,Mohon diperbaiki lagi aplikasi nya,Negatif,mohon baik aplikasi
2266,"Pendaftaran sudah berhasil tapi untuk verifikasi e KTP sulit sekali, foto selalu gagal. Tolong dipermudah lagi",Negatif,daftar hasil verifikasi e ktp sulit foto gagal tolong mudah
2267,"Mentang mentang HP kentang verifikasi KTP susah banget, tidak sesuai gerakan mulu pdhl waktu blm habis",Negatif,mentang mentang hp kentang verifikasi ktp susah banget sesuai gera mulu habis
2268,Erikes dan eppsi nya kacau.. celah tuuhh buat di push..,Negatif,erikes eppsi kacau celah tuuhh push
2269,"Tidak berjalan dengan baik... Semua fitur tidak tersedia ""layanan Belum tersedia"" Maaf layanan yang Anda pilih sedang dalam proses pengembangan Semua saya coba klik, tapi semuanya tidak bisa... Keterangannya sama ' layanan belum tersedia' Tolong dimaksimalkan lagi aplikasinya.. Untuk mempermudah pelayanan... Dan menghindari pungli dilapangan. 😁 Pengen cepet tau kinerja aplikasinya sampai mana.",Negatif,jalan fitur sedia layan sedia maaf layan pilih proses kembang coba klik terang layan sedia tolong maksimal aplikasi mudah layan hindar pungli lapang pengin cepat tau kerja aplikasi
2270,"uninstal, nanti kalo udah ajib baru instal lagi. ngulang terus poto, gagal maning... gagal maning. akhirnya ke satpas, g sampe 30menit kelar tanpa calo. Bravo buat bapak2 yg standby d lokasi satpas. Sangat membantu dan Ramah banget.",Negatif,uninstal kalo ajib instal ngulang poto gagal maning gagal maning satpas menit kelar calo bravo standby lokasi satpas bantu ramah banget
2271,Mending langsung ke sim keliling aja min,Negatif,mending langsung sim keliling min
2272,Sumpeh deh susah bener buat verifikasi e-KTP doank. Dah kyk org gila buat verifikasi doank kagak berhasil2.,Negatif,sumpah deh susah verifikasi e-ktp doang deh kayak orang gila verifikasi doang kagak hasil
2273,Mau verifikasi KTP ga bisa terus,Negatif,verifikasi ktp
2274,Verifikasi wajah gagal terus padahal sudah sesuai instruksi,Negatif,verifikasi wajah gagal sesuai instruksi
2275,Gabisa verifikasi,Negatif,gabisa verifikasi
2276,"Lebih mudah perpanjang sim di sim keliling dari pada lewat aplikasi ini yang harus pakai tes kesehatan dan psikologny tetap ke lokasi tes ditempat yg berbeda, ribet.",Negatif,mudah panjang sim sim keliling aplikasi pakai tes sehat psikologny lokasi tes tempat beda ribet
2277,Kenapa e rikkes nya ga bisa dklik??? Aplikasi apaan nih? Tp ya ga aneh.. udah biasa sok canggih tp realnya masih KOLOT juga..,Negatif,e rikkes dklik aplikasi nih aneh sok canggih real kolot
2278,Sayangnya mau verifikasi data diri gak bisa mulu,Negatif,sayang verifikasi data mulu
2279,Belum siap digunakan sama sekali... Verifikasi wajah saja gak bisa dan yang lainnya masih dalam pengembangan...,Negatif,verifikasi wajah kembang
2280,"saya sudah selesai registrasi di sinar pda tanggal 14 april. saya sudah melakukan pembayaran melalui VA BNI. sampai sekrang masih belum di proses. padahal sim saya akan segera nonaktifkan pada waktu2 dekat ini. sepertinya aplikasi Sinar ini belum siap untuk dipergunakan, sangat slow responsibility. hadeh. Rilis Aplikasi besar²an tapi pada nyata nya sangat mengecewakan.",Negatif,selesai registrasi sinar tanggal april bayar va bni proses sim nonaktif aplikasi sinar slow responsibility hadeh rilis aplikasi besar an nyata kecewa
2281,"Ga bisa kepake,,,,, pusing dech!!!",Negatif,kepake pusing deh
2282,G pernh masuk .setelah dikirm OTP ny,Negatif,pernh masuk dikirm otp
2283,Susah minta ampun verfikasi ktp aja susah banget tunjukan mata lah ga ada respon.belum ini dan itu. Kalau mau bantu permudah masyarakat jgn di bikin ribet lah. Ntar aja saya kasih bintang kalau sdh sukses verfikasi nya,Negatif,susah ampun verfikasi ktp susah banget tunjuk mata respon bantu mudah masyarakat bikin ribet entar kasih bintang sukses verfikasi
2284,"Udah seminggu verifikasi data ga berhasil2,,,,,,,",Negatif,minggu verifikasi data hasil
2285,Setengah Hati bikinnya ya bintang nya setengah aja..,Negatif,hati bikin bintang
2286,Sampai sekarang tidak bisa masukkan data pribadi,Negatif,masuk data pribadi
2287,"Proses perpanjangan sim saya tidak bisa dilanjutkan karena pada saat mau transfer biayanya, tidak keluar nomor VA Bank BNI nya. Jadi proses sim saya berhenti sampai disitu, mau dilanjutkan juga bingung karena tidak ada nomor VA nya. Sedangkan masa waktu sim saya sebentar lg habis. Aplikasi ini sangat membingungkan",Negatif,proses panjang sim lanjut transfer biaya nomor va bank bni proses sim henti situ lanjut bingung nomor va sim sebentar habis aplikasi bingung
2288,Susah verifikasi ktp,Negatif,susah verifikasi ktp
2289,Pelayanan buruk baik offline maupun online dibikin susah,Negatif,layan buruk offline online bikin susah
2290,"Ampas, kebanyakan verif tp gagal terus, pasti anggaran gede nih tp as always like other gov apps ampas kabeh",Negatif,ampas banyak verif gagal anggar gede nih as always like other gov apps ampas kabeh
2291,"Tes erikes dan yang satulagi tidak dapat dilakukan, mungkin apabila belum siap jgn launching dulu bang. Pastikan semua layanan siap dan layak digunakan. Terimakasih",Negatif,tes erikes satulagi launching bang pasti layan layak terimakasih
2292,Capek ...payah,Negatif,capek payah
2293,Alamat Daerah Jawa timur gak ada semua.,Negatif,alamat daerah jawa timur
2294,"Susah aplikasinya payah gagal terus mau verifikasi foto aplikasi apaan, gagal terus gagal terus padahal udah sesuai instruksi.",Negatif,susah aplikasi payah gagal verifikasi foto aplikasi gagal gagal sesuai instruksi
2295,Percuma tidak bisa diakses,Negatif,akses
2296,"Proses verivikasi data eror, sudah mengikuti tutorial tapi tidak terveriv",Negatif,proses verivikasi data eror ikut tutorial terveriv
2297,"Aplikasi apa ini.. 😂😂😂 Lucu, terkesan ingin terlihat canggih, tapi ga bisa dapet apa2 dari aplikasi ini.. suruh kesana-sini.. Dari awal verifikasi aja ngawur terus.. Niatan ingin taat aturan, ingin perpanjang SIM sebelum masa berlaku habis... Tapi nol besar... Kalo SDM belum mampu, jangan maksain ginilah... Udh launching pula... Aplikasi PPC (Pura-Pura Canggih)",Negatif,aplikasi lucu kes canggih aplikasi suruh kesana-sini verifikasi ngawur niat taat atur panjang sim laku habis nol kalo sdm paksa gin launching aplikasi ppc pura canggih
2298,"Udah 5hari daftar (login) susahnya minta ampun, setelah berhasil lhooo menunya belum tersedia.🤦🤦 Buat apa disiarkan di TV kalau aplikasinya saja belum siap 🤦🤦",Negatif,daftar login susah ampun hasil loh menu sedia  siar tv aplikasi 
2299,Udah dowload aplikasi dr tgl 13 rencana untuk buat sim baru. Tp malah layanan blm tersedia. Klo blm siap lebih baik jgn di launching dulu.,Negatif,dowload aplikasi tanggal rencana sim layan sedia kalo launching
2300,"Verifikasi KTP dengan wajah sangat sulit, untuk apa? Jaman sudah teknologi veridikasi NIK by DUKCAPIL Nasional aja khan beres.",Negatif,verifikasi ktp wajah sulit jaman teknologi veridikasi nik by dukcapil nasional beres
2301,Verifikasi wajah ktp selalu gagal. Tolong di perbaiki lagi donk.,Negatif,verifikasi wajah ktp gagal tolong baik
2302,Aplikasi gak jelas. Verifikasi selalu gagal. Padahal sesuai instruksi,Negatif,aplikasi verifikasi gagal sesuai instruksi
2303,"Update terakhir ""OTP bug fix"", OK. Malah yg bug pas mau verifikasi data,gagal mulu. Sama dengan aplikasinya ""gagal""",Negatif,update otp bug fix ok bug pas verifikasi data gagal mulu aplikasi gagal
2304,tidak jelas nie aplikasinya,Negatif,aplikasi
2305,ketika ditanya lokasi satpas hanya muter2 gak bisa lanjut (utk Jawa Timur kota Malang),Negatif,lokasi satpas muter jawa timur kota malang
2306,Verifikasi eKTP berhari hari gagal terus,Negatif,verifikasi ektp hari gagal
2307,Verifikasi KTP Gagal terus. Aplikasi belum siap,Negatif,verifikasi ktp gagal aplikasi
2308,"Satpasnya belum lengkap, dijawab Timur cuma ada di jombang aja",Negatif,satpasnya lengkap timur jombang
2309,"pretlah... vertifikasi Ktp aj kaga bisa"" gagal trus 🤦🤦... prasaan wajah saya kaga di oplas dah 🤦🤦",Negatif,pretlah vertifikasi ktp kagak gagal  asa wajah kagak oplas deh 
2310,"Parah parah, ampe nik saya aja udah kepake, nah siapa yg pake nik saya, verif melalui foto udah sesuai perintah masih aja salah...malah bikin emosi wkwkk...",Negatif,parah parah nik kepake pakai nik verif foto sesuai perintah salah bikin emosi wkwkk
2311,"Aplikasi belum siap, malah lebih ribet dr perpanjang manual",Negatif,aplikasi ribet panjang manual
2312,Lokasi satpas gak lengakp mau perpanjang jadi gak bisa sudah bayar test kesehatan pula hadeh,Negatif,lokasi satpas lengakp panjang bayar test sehat hadeh
2313,"Aplikasi apaan nih ? Saat bikin PIN ga bisa mulu ... Ga jelas ,, Yang kaya begini dibanggain ... Haduh paraaah",Negatif,aplikasi nih bikin pin mulu kayak bangga aduh parah
2314,"Jadi ILFIL mau donlot, udah males duluan. Dari ulasannya ** doang, ditambah komentarnya nya ngeri pada kasih ulasan negatif lagi",Negatif,ilfil donlot malas duluan ulas doang tambah komentar ngeri kasih ulas negatif
2315,Verifikasi ktp nya susah banget bos..diulang ulang gagal terus,Negatif,verifikasi ktp susah banget bos ulang ulang gagal
2316,"Ok fix, aplikasi blom jadi udah di keluarin, dah lah qta uninstal aja, lebih baik pake sim keliling aja, gak ribet tp pasti. Abisin kuota aja.",Negatif,ok fix aplikasi keluar deh uninstal pakai sim keliling ribet abisin kuota
2317,Tidak bisa/selalu gagal saat ingin melakukan pembayaran tes psikologi sim.,Negatif,bisa selalu gagal bayar tes psikologi sim
2318,"Terhitung hari ini 2 hari lagi SIM mati, tugas kerjaan gak bisa ditinggal. Perpanjang SIM online solusi dan harapan. Tapi nyatanya error terus, persyaratan sudah terpenuhi, foto sudah disesuaikan yg diperintahkan. Tapi waktu mau ke step selanjutnya terjadi error ada tulisan ""... null... "" Disuruh coba lagi, terus dicoba dan hasil masih sama null-null-an, ini gimana sih ya tuhan",Negatif,hitung sim mati tugas kerja tinggal panjang sim online solusi harap error syarat penuh foto sesuai perintah step error tulis null suruh coba coba hasil null-null-an sih tuhan
2319,Sangat belum siap untuk dipublikasikan. Kayak yg gak niat. Fitur gak ada yg ready.,Negatif,publikasi kayak niat fitur ready
2320,"Baru ngedownload pas mau verifikasi nik sudah terdaftar masukan no yg sudah di daftarkan,padahal aplikasi nya juga baru tau ga pernah daftar",Negatif,ngedownload pas verifikasi nik daftar masuk no daftar aplikasi tau daftar
2321,sangat kurang bagus terlalu susah untuk verifikasi data terutama foto hampir 1 jam gagal terus jadi maaf saya uninstal ya #bravopolri,Negatif,bagus susah verifikasi data foto jam gagal maaf uninstal bravopolri
2322,Ini bagaimana pak aplikasinya..Awalnya senang karena ini mungkin membantu dalam pengurusan perpanjangan SIM secara online seperti yg diberitakan. Tp bukannya mudah malah ribet juga. Mau verifikasi aja berulang2..gagal terus Tolong diperbaiki jika mmg niatnya tulus mengayomi masyarakat pak admin.,Negatif,aplikasi senang bantu urus panjang sim online berita mudah ribet verifikasi ulang gagal tolong baik niat tulus ayom masyarakat admin
2323,"Baru masukan PIN dan Konfirmasi PIN, invalid validation terus....fix uninstall saja. Tolong jangan memelihara budaya kalau bisa dipersulit kenapa harus dipermudah.",Negatif,masuk pin konfirmasi pin invalid validation fix uninstall tolong pelihara budaya sulit mudah
2324,Percuma ga bisa masuk n dipake.....,Negatif,masuk n pakai
2325,Susahnya verivikasi KTP Sepertinya harus belajar bikin aplikasi sama gojek.,Negatif,susah verivikasi ktp ajar bikin aplikasi gojek
2326,Ribet,Negatif,ribet
2327,"Ulasan semu jelek, auto delete ah",Negatif,ulas semu jelek auto delete ah
2328,"aplikasi menyusahkan😭😭😭😭 disuruh instal erikkes diklik install eror mulu.... mending perpanjang SIM suruh bayar berapa ratus ribu gitu dan SIM langsung jadi... daripda gini bikin dosa orang lagi puasa aja.... coba donk bisa niru aplikasi ""sakpole jateng"" aplikasi bayar pajak kendaraan dan aplikasinya mudah dijalankan dan terutama nggak eror...",Negatif,aplikasi susah suruh instal erikkes klik install eror mulu mending panjang sim suruh bayar ratus ribu sim langsung daripda bikin dosa orang puasa coba tiru aplikasi sakpole jateng aplikasi bayar pajak kendara aplikasi mudah jalan eror
2329,"Hampir 1 mingu coba karena sebentar lg sim sudah tidak berlaku, sampai saat ini sama sekali tidak bisa juga :(... mungkin bisa dibuat alternatif menggunakan https atau cara lain selama perbaikan.",Negatif,mingu coba sebentar sim laku alternatif https baik
2330,Apk zuper duper parah. Kl mmg blm sempurna y lbh baik jgn d blg udh ziap dong pakde. Kepercayaan masyarakat jd luntur abadi. Dah seneng2 bs bkin dn perpanjang sim tanpa CALO. Eh apk nya gagal maning gagal maning.,Negatif,apk zuper duper parah kalo sempurna bilang ziap pakde percaya masyarakat luntur abadi deh senang bikin panjang sim calo eh apk gagal maning gagal maning
2331,Susah verifikasi gagal teruss,Negatif,susah verifikasi gagal
2332,Ribet banget.....,Negatif,ribet banget
2333,Kenapa setiap saya veripikasi wajah gagal terus padahal udah sama gerakan nya,Negatif,veripikasi wajah gagal gera
2334,Syusyah...,Negatif,syusyah
2335,Aplikasi payah..kalah sama aplikasi pinjolbodong,Negatif,aplikasi payah kalah aplikasi pinjolbodong
2336,verifikasi no. hp aja susah banget...tidak cepet merespon,Negatif,verifikasi no hp susah banget cepat merespon
2337,"Tidak bisa melakukan verifikasi E Ktp. Sudah di tempat penuh cahaya terang, tetap saja gagal. Entah apa penyebab nya. Berulangkali mencoba tetap gagal.",Negatif,verifikasi e ktp penuh cahaya terang gagal sebab berulangkali coba gagal
2338,Belum berhasil verifikasi NIK :(,Negatif,hasil verifikasi nik
2339,Blom bisa komentar dulu,Negatif,komentar
2340,pemaksaan kehendak. tapi sistem tak siap. asssuuuudahlah...,Negatif,paksa hendak sistem asssuuuudahlah
2341,Masukin nomor sim gagal mulu.... Akhirnya meluncur ke gerai sim terdekat walau pun jauh 😂😂 satu jam kelar 🤪,Negatif,pasuk nomor sim gagal mulu luncur gerai sim dekat jam kelar 
2342,Bintang 2 dulu. Verifikasi wajah dan email sdh berhasil. Upload data SIM baik manual atau scan selalu GAGAL. Ditunggu update atau perbaikan aplikasinya.,Negatif,bintang verifikasi wajah email hasil upload data sim manual scan gagal tunggu update baik aplikasi
2343,"Mending lengkapi dulu aja data polres dan satpas ya, data gk lengkap uda di publish aja. Akhirnya bikin ribet, Prosesnya ribet sekali, Masak tahapan lokasi satpas pilih polda jatim isinya cuman polres jombang yang lain kemana? Kalau uda publish seperti ini mestinya hal-hal seperti itu dilengkapi dulu aja, Niatnya mempercepat proses membuat/memperpanjang SIM tapi nyata membuat semuanya makin ribet. Masak gak bisa memprediksi se terkait dengan data datanya yang akan digunakan.",Negatif,mending lengkap data polres satpas data lengkap publish bikin ribet proses ribet masak tahap lokasi satpas pilih polda jatim isi cuman polres jombang mana publish mesti hal lengkap niat cepat proses buat panjang sim nyata ribet masak prediksi kait data data
2344,"Saya mengurus perpanjangan SIM A dan sudah masuk ke tahapan ""Lokasi Satpas"", namun yang tersedia hanya 3 Polda yaitu Metro, Jatim & Bali, sedangkan Polda Sumut (wilkum domisili saya belum ada dalam pilihan). Mohon petunjuk selanjutnya, apakah bisa saya lanjut dengan memilih Polda MetroJaya saja atau harus sampai tersedia pilihan Polda Sumut?",Negatif,urus panjang sim a masuk tahap lokasi satpas sedia polda metro jatim bal polda sumut wilkum domisili pilih mohon tunjuk pilih polda metrojaya sedia pilih polda sumut
